"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Middle income","MIC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82791668161.7292","96357979083.2117","103099539682.373","100190696698.884","103427565418.122","113689263221.955","121293514724.088","134571962437.146","146479151260.46","181876045725.262","204759755371.33","230945524291.497","275304698470.625","306603345238.225","281226379462.55","312824606048.276","340042306540.581","365228991140.145","390462695429.914","396461506280.18","385275934498.114","386109689663.505","",
"Macedonia, FYR","MKD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19000000","35000000","29000000","30000000","80000000","88000000","49000000","55000000","86000000","103000000","116000000","156000000","219000000","262000000","232000000","199000000","242000000","237000000","270000000","298000000","268000000","283000000","",
"Mali","MLI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26000000","27000000","25000000","28000000","36000000","47000000","91000000","105000000","136000000","142000000","149000000","175400000","227000000","286000000","196000000","208000000","218000000","144000000","178200000","214000000","186000000","","",
"Malta","MLT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","813000000","780000000","789000000","818000000","841000000","731000000","704000000","757000000","869000000","949000000","924000000","966000000","1185000000","1082000000","899000000","1066000000","1276000000","1260000000","1402000000","1521000000","1381000000","1451000000","",
"Myanmar","MMR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169000000","215000000","183000000","196000000","222000000","195000000","132000000","136000000","70000000","97000000","83000000","59000000","97000000","80000000","75000000","91000000","334000000","550000000","964000000","1687000000","2266000000","2269000000","",
"Middle East & North Africa (excluding high income)","MNA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9813083631.08468","10794452250.146","11224880606.8076","11432864070.7941","12553926073.9236","12957138825.206","13484880545.7511","17754316086.2909","21430247560.9532","24908739933.4021","27424100000","30514800000","36997800000","42386800000","42990000000","50589000000","39951453436.2046","42727255845.2762","39372596182.6975","43239459357.6421","39491710833.6644","33224534388.7451","",
"Montenegro","MNE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660000000","859000000","792000000","765000000","926000000","860000000","929000000","959000000","947000000","978000000","",
"Mongolia","MNG","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33000000","20000000","25000000","47000000","43000000","43000000","49000000","143000000","154000000","205000000","203000000","261000000","349000000","272000000","253000000","288000000","197000000","215000000","236000000","257000000","279000000","379000000","",
"Northern Mariana Islands","MNP","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","655000000","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49000000","61000000","61000000","61000000","74000000","64000000","65000000","106000000","96000000","138000000","145000000","182000000","213000000","217000000","135000000","171000000","224000000","228000000","225000000","202000000","114000000","",
"Mauritania","MRT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11000000","19000000","21000000","20000000","28000000","","","","","","","","","","","","","50000000","50000000","42000000","31000000","33000000","",
"Mauritius","MUS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","616000000","705000000","666000000","672000000","718000000","732000000","820000000","829000000","960000000","1156000000","1189000000","1302000000","1663000000","1823000000","1390000000","1585000000","1808000000","1778000000","1593000000","1719000000","1679000000","1824000000","",
"Malawi","MWI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22000000","31000000","32000000","25000000","42000000","29000000","40000000","45000000","66000000","75000000","48000000","45000000","43000000","43000000","46000000","45000000","36000000","35000000","33000000","36000000","39000000","43000000","",
"Malaysia","MYS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5044000000","5732000000","4925000000","3237000000","4403000000","5873000000","7627000000","8084000000","6799000000","9183000000","10389000000","12280000000","17948000000","18553000000","17231000000","18152000000","19649000000","20251000000","21500000000","22600000000","17666000000","18084000000","",
"North America","NAC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103407000000","112741000000","117915000000","116631000000","123978000000","134378000000","122134000000","117549000000","114119000000","131250000000","138393000000","144110000000","162753000000","183343000000","161936000000","186876000000","208118000000","222141000000","239884000000","257199000000","267053000000","263431000000","",
"Namibia","NAM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278000000","293000000","333000000","288000000","287000000","193000000","264000000","251000000","383000000","426000000","363000000","473000000","542000000","484000000","512000000","473000000","520000000","635000000","361000000","552000000","546000000","378000000","",
"New Caledonia","NCL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108000000","114000000","117000000","110000000","112000000","111000000","94000000","156000000","196000000","241000000","149000000","122000000","142000000","152000000","141000000","129000000","166000000","165000000","168000000","187000000","158000000","","",
"Niger","NER","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7000000","25600000","28600000","27000000","25100000","23100000","30100000","20200000","27500000","32300000","43900000","39000000","44000000","86000000","69000000","105500000","54000000","51000000","59000000","100000000","80000000","","",
"Nigeria","NGA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47000000","58000000","83000000","81000000","99000000","186000000","168000000","256000000","58000000","49000000","139000000","209000000","337000000","959000000","791000000","736000000","688000000","638000000","616000000","601000000","470000000","1085000000","",
"Nicaragua","NIC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51000000","55000000","82000000","103000000","128000000","129000000","135000000","135000000","160000000","192000000","206000000","231000000","255000000","301000000","334000000","313000000","390000000","421000000","417000000","445000000","529000000","642000000","",
"Netherlands","NLD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10611000000","11497000000","11750000000","11923000000","12451000000","11285000000","11147000000","11745000000","14603000000","16495000000","8770000000","9273000000","11313000000","12874000000","12063000000","11653000000","12897000000","17675000000","19429000000","19726000000","17592000000","18317000000","",
"Norway","NOR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2730000000","2770000000","2570000000","2545000000","2750000000","2521000000","2380000000","2581000000","2989000000","3531000000","4243000000","4289000000","5322000000","5702000000","4949000000","5299000000","6565000000","6784000000","7175000000","7503000000","6370000000","6196000000","",
"Nepal","NPL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","232000000","237000000","201000000","248000000","229000000","219000000","191000000","134000000","232000000","260000000","160000000","157000000","234000000","353000000","439000000","378000000","415000000","379000000","460000000","511000000","509000000","498000000","",
"Nauru","NRU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2318000000","2553000000","2211000000","1857000000","2234000000","2272000000","2340000000","3159000000","4232000000","5098000000","6486000000","6148000000","7190000000","6961000000","5979000000","6523000000","7295000000","7142000000","7419000000","8402000000","9140000000","9418000000","",
"OECD members","OED","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","369673793000","393236330000","392767000000","402865000000","419303000000","428481000000","413575000000","426210000000","473610000000","551206000000","574809000000","605046000000","688674000000","751059000000","665241000000","697266000000","936643000000","793911000000","849042000000","907520000000","856428000000","863804000000","",
"Oman","OMN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","193000000","192000000","338000000","350000000","377000000","538000000","539000000","546000000","601000000","627000000","749000000","905000000","1105000000","1092000000","1072000000","1515000000","1723000000","1888000000","1972000000","2247000000","2497000000","",
"Other small states","OSS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","582000000","590000000","618000000","556000000","492000000","551000000","533000000","562000000","620000000","765000000","828000000","919000000","912000000","986000000","950000000","998000000","1127000000","1014000000","938000000","971000000","915000000","879000000","",
"Panama","PAN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","372000000","432000000","471000000","492000000","506000000","628000000","665000000","710000000","804000000","903000000","1108000000","1425000000","1806000000","2208000000","2280000000","2621000000","3630000000","4585000000","5419000000","5749000000","5754000000","6455000000","",
"Peru","PER","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","521000000","773000000","911000000","947000000","911000000","861000000","763000000","836000000","1023000000","1232000000","1438000000","1775000000","2007000000","2396000000","2440000000","2475000000","2814000000","3074000000","3916000000","3907000000","4140000000","4303000000","",
"Philippines","PHL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1141000000","1551000000","2347000000","1431000000","2652000000","2334000000","2011000000","2018000000","1821000000","2390000000","2863000000","4051000000","5523000000","3293000000","2916000000","3441000000","4053000000","4963000000","5599000000","6059000000","6415000000","6333000000","",
"Palau","PLW","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58000000","54000000","45000000","41000000","40000000","41000000","49000000","63000000","60000000","68000000","78000000","76000000","76000000","94000000","109000000","117000000","131000000","156000000","","",
"Papua New Guinea","PNG","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25000000","14000000","8000000","15000000","6000000","7000000","5000000","3000000","4900000","7100000","9400000","3930000","4500000","3700000","2100000","2400000","5100000","2400000","3700000","2800000","1700000","1600000","",
"Poland","POL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6927000000","8764000000","9053000000","8321000000","6498000000","6128000000","5121000000","4971000000","4733000000","6499000000","7161000000","8154000000","11728000000","12895000000","9889000000","10037000000","11649000000","11888000000","12432000000","12924000000","11355000000","12052000000","",
"Pre-demographic dividend","PRE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2672467492.61962","2874705203.67215","3021923844.60622","3242489673.5648","3388795164.49357","2559478121.65996","3152281891.83137","3403437989.22459","3697853040.19558","4300304370.78261","5529192633.04127","6303516255.84482","8754112333.28229","9880465825.65706","9930993239.16641","10990462314.5772","12220257138.0936","13722205692.9615","15692220338.4487","16285719141.684","17155732947.5909","15225256868.9506","",
"Puerto Rico","PRI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1828000000","1898000000","2046000000","2233000000","2139000000","2388000000","2728000000","2486000000","2677000000","3024000000","3239000000","3369000000","3414000000","3535000000","3176000000","3211000000","3143000000","3193000000","3311000000","3439000000","3825000000","3985000000","",
"Korea, Dem. People’s Rep.","PRK","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5646000000","5572000000","5415000000","6390000000","6046000000","6027000000","6236000000","6595000000","7634000000","8858000000","9042000000","10482000000","12948000000","14072000000","12344000000","12985000000","14901000000","14582000000","16213000000","17718000000","15823000000","17185000000","",
"Paraguay","PRY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162000000","159000000","145000000","128000000","95000000","88000000","91000000","76000000","81000000","87000000","96000000","112000000","121000000","128000000","225000000","243000000","261000000","291000000","299000000","314000000","348000000","356000000","",
"West Bank and Gaza","PSE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255000000","242000000","239000000","346000000","377000000","283000000","37000000","38000000","152000000","115000000","52000000","25000000","99000000","146000000","193000000","409000000","615000000","469000000","524000000","412000000","312000000","284000000","",
"Pacific island small states","PSS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","562113318.060433","589207118.082495","594245261.641763","515394149.972435","561407382.345277","481938298.695471","492889158.515735","574295759.37851","714557815.771889","850087165.431878","1020252242.78814","1025176327.57701","1123577465.73003","1424963677.85854","1188124262.24669","1389518323.14112","1575485598.97104","1670654362.44671","1701679117.52749","1762609070.07041","1728766809.31701","","",
"Post-demographic dividend","PST","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","367950996854.594","390949059895.33","385148360611.475","392384400000","412303000000","420531000000","405815000000","419525000000","467329000000","546904000000","567293000000","601128000000","685230000000","748674000000","665393000000","715616000000","968323000000","833003000000","893847000000","945457277582.586","876413652303.005","886526876056.022","",
"French Polynesia","PYF","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","326000000","322000000","345000000","354000000","394000000","","","471000000","651000000","737000000","759000000","463000000","537000000","522000000","440000000","405000000","457000000","435000000","458000000","510000000","466000000","","",
"Qatar","QAT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122000000","128000000","272000000","285000000","369000000","498000000","760000000","874000000","","","","","4463000000","7220000000","8452000000","10576000000","12131000000","12593000000","",
"Romania","ROU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","689000000","670000000","603000000","351000000","306000000","394000000","419000000","400000000","523000000","607000000","1324000000","1675000000","2073000000","2626000000","1688000000","1631000000","2016000000","1904000000","2048000000","2225000000","2097000000","2166000000","",
"Russian Federation","RUS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4312000000","7102000000","7164000000","6508000000","3723000000","3429000000","4726000000","5278000000","5879000000","7262000000","7805000000","9720000000","12426000000","15821000000","12369000000","13239000000","16961000000","17876000000","20198000000","19451000000","13204000000","12823000000","",
"Rwanda","RWA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000000","6000000","19000000","20000000","21000000","27000000","29000000","31000000","30000000","44000000","67000000","148000000","177000000","224000000","223000000","224000000","298000000","337000000","364000000","376000000","457000000","470000000","",
"South Asia","SAS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4015567275.18594","4257263507.28379","4426751736.43125","4497956850.45178","4531052185.13738","5151840432.72481","4810858196.57016","5008427315.75389","6609038047.82101","8725133689.83957","10332764644.4158","12108880939.2095","14814675271.9897","16316000000","14988000000","18960000000","22962000000","23896000000","25806000000","28693000000","29921400000","32306000000","",
"Saudi Arabia","SAU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3418000000","6486000000","4626000000","4769000000","6907000000","6775000000","6744000000","7536000000","9317000000","8400000000","8690000000","9263000000","11183000000","12139000000","",
"Sudan","SDN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000000","8000000","4000000","2000000","2000000","5000000","3000000","108000000","17000000","21000000","114000000","194000000","390000000","255000000","231000000","82000000","179000000","772000000","773000000","967000000","949000000","1009000000","",
"Senegal","SEN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168180300","164000000","171000000","181000000","183000000","152000000","175000000","210000000","269000000","286000000","334000000","329000000","622000000","637000000","474000000","464000000","524000000","469000000","495000000","481000000","","","",
"Singapore","SGP","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7611000000","7402000000","6326000000","4603000000","5089000000","5142000000","4641000000","4458000000","3842000000","5327000000","6209000000","7536000000","9066000000","10615000000","9225000000","14178000000","17930000000","18796000000","19209000000","19134000000","16563000000","18386000000","",
"Solomon Islands","SLB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17100000","16000000","9700000","7100000","9700000","4000000","8800000","800000","1600000","3520000","6400000","30900000","33100000","31200000","39300000","50800000","65900000","65400000","70500000","64800000","60000000","71000000","",
"Sierra Leone","SLE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57000000","29000000","10000000","6000000","6000000","10000000","14000000","38000000","60000000","58000000","64000000","23000000","22000000","34000000","25000000","26000000","44000000","47000000","66000000","35000000","37000000","","",
"El Salvador","SLV","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152000000","155000000","149000000","206000000","408000000","437000000","452000000","521000000","664000000","748000000","656000000","686000000","793000000","711000000","549000000","646000000","729000000","900000000","1054000000","1285000000","1203000000","1161000000","",
"San Marino","SMR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77000000","159000000","220000000","308000000","416000000","1018000000","1114000000","986000000","950000000","1149000000","1080000000","1221000000","1352000000","1322000000","1460000000","",
"Sub-Saharan Africa (excluding high income)","SSA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7285658223.77334","8144493030.25265","8645931795.54457","9093112950.47475","9463937661.2865","8448339412.73438","9031879944.38521","9956691224.14178","14200060888.9814","16542665126.0212","19209858806.0679","21492867093.9805","25493040937.1921","25649139466.0105","23739993784.221","26717112414.0797","29859814100.2023","32443133087.0208","32548255566.0614","33258795147.3515","30917803240.1368","30641330207.3754","",
"South Sudan","SSD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800000","22000000","23500000","",
"Sub-Saharan Africa","SSF","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7532469738.61525","8344671841.1418","8860409095.35352","9303099777.25578","9686038497.43452","8696168472.20794","9275212506.19431","10228676856.58","14483166094.4027","16823154260.9337","19504398561.9561","21846713405.519","25926956588.5532","26096273957.9674","24122265069.9962","27102369339.5336","30275601065.9579","32912830016.9591","33079096873.1092","33785016909.18","31448555056.0554","31198802043.2055","",
"Small states","SST","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4100000","9200000","9900000","6200000","6900000","7400000","7700000","7300000","6700000","5000000","7700000","8300000","11100000","15900000","15000000","30900000","56200000","62600000","69200000","",
"Suriname","SUR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52000000","44000000","38000000","36000000","45000000","42000000","26000000","17000000","18000000","52000000","96000000","109000000","73000000","83000000","70000000","69000000","69000000","79000000","92000000","103000000","99000000","74000000","",
"Slovak Republic","SVK","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","630000000","681000000","555000000","493000000","465000000","441000000","649000000","742000000","876000000","931000000","1282000000","1655000000","2352000000","3004000000","2539000000","2335000000","2514000000","2366000000","2702000000","2642000000","2480000000","2800000000","",
"Slovenia","SVN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1128000000","1280000000","1225000000","1135000000","1011000000","1016000000","1059000000","1152000000","1427000000","1725000000","1894000000","2074000000","2465000000","2954000000","2735000000","2721000000","2953000000","2737000000","2900000000","2944000000","2521000000","2627000000","",
"Sweden","SWE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4390000000","4534000000","4025000000","4997000000","4943000000","4825000000","5200000000","5671000000","6548000000","7686000000","7628000000","9714000000","11889000000","11732000000","9769000000","10674000000","10209000000","10104000000","10857000000","11846000000","11307000000","12633000000","",
"Swaziland","SWZ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54000000","42000000","44000000","51000000","15000000","24000000","23000000","45000000","70040000","75100000","77300000","75100000","32200000","26300000","40100000","51400000","10100000","29100000","4200000","15600000","14200000","13200000","",
"Sint Maarten (Dutch part)","SXM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","349000000","322000000","379000000","430000000","443000000","511000000","484000000","489000000","538000000","626000000","659000000","651000000","665000000","667000000","619000000","681000000","729000000","854000000","871000000","922000000","913000000","871000000","",
"Seychelles","SYC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224000000","182000000","195000000","191000000","202000000","225000000","221000000","247000000","258000000","256000000","269000000","323000000","396000000","408000000","349000000","352000000","380000000","429000000","484000000","480000000","483000000","505000000","",
"Syrian Arab Republic","SYR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1258000000","1165000000","1013000000","1017000000","1031000000","1082000000","1150000000","970000000","877000000","1883000000","2035000000","2113000000","2972000000","3176000000","3781000000","6308000000","1816000000","","","","","","",
"Turks and Caicos Islands","TCA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53000000","99000000","113000000","157000000","238000000","285000000","311000000","292000000","","","","","","","","","","","","","","","",
"Chad","TCD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43000000","22000000","22000000","15000000","15000000","14000000","23000000","25000000","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31280901907.2663","36180340092.1246","37748212329.4388","32107886038.1416","38179716606.0828","42963330111.6561","45950727147.3666","51100767416.9419","45112535768.2209","61273142012.3248","64442768431.9514","77275609267.0334","93861663500.2279","100624189689.619","91996356276.4096","107112714817.88","122628154904.882","134893012403.279","148484175038.087","141317910012.713","145437484464.731","150897073516.315","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20143505046.4558","26567237460.431","29175243274.7118","28844238419.8012","21914785955.4904","24546313942.4226","28350355367.9337","31810799377.096","37418212903.2511","47210390881.699","56119997644.1319","60342285863.9913","75441585537.6354","90929751363.9945","77645944368.2016","77816285768.4603","92416562284.5947","96163393856.3476","106286552404.661","106066376204.796","91358484911.4695","85466525384.2222","",
"Togo","TGO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13000000","10000000","12000000","15000000","10000000","11000000","14000000","16000000","26000000","25000000","27000000","23000000","38000000","44000000","73000000","105000000","209000000","206000000","233000000","233000000","212000000","","",
"Thailand","THA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9257000000","10367000000","9052000000","7954000000","9416000000","9935000000","9378000000","10388000000","10456000000","13054000000","12103000000","16624000000","20625000000","22510000000","19811000000","23796000000","30924000000","37766000000","45738000000","42047000000","48527000000","52465000000","",
"Tajikistan","TJK","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000000","6200000","9600000","9100000","11200000","16500000","23700000","19500000","141500000","184100000","286600000","233300000","220200000","146000000","149600000","",
"Turkmenistan","TKM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13000000","46000000","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20970000000","23236000000","24957000000","26161000000","26761000000","29040000000","28429000000","27552000000","30541000000","35090000000","39864000000","44051700000","49342600000","53874800000","49764100000","52391700000","57437500000","61607700000","65536000000","72343000000","74799000000","79779327882.8913","",
